2019-12-17 13:30:21 - PHP Notice:  Undefined variable: breadcrumbs in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 4
2019-12-17 13:30:21 - PHP Warning:  Invalid argument supplied for foreach() in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 4
2019-12-17 13:30:25 - PHP Notice:  Undefined variable: breadcrumbs in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 4
2019-12-17 13:30:25 - PHP Warning:  Invalid argument supplied for foreach() in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 4
2019-12-17 13:40:46 - PHP Notice:  Undefined variable: header in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 1
2019-12-17 13:40:46 - PHP Notice:  Undefined variable: breadcrumbs in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 5
2019-12-17 13:40:46 - PHP Warning:  Invalid argument supplied for foreach() in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 5
2019-12-17 13:40:51 - PHP Notice:  Undefined variable: header in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 1
2019-12-17 13:40:51 - PHP Notice:  Undefined variable: breadcrumbs in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 5
2019-12-17 13:40:51 - PHP Warning:  Invalid argument supplied for foreach() in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 5
2019-12-17 13:47:05 - PHP Notice:  Undefined variable: header in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 1
2019-12-17 13:47:05 - PHP Notice:  Undefined variable: breadcrumbs in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 5
2019-12-17 13:47:05 - PHP Warning:  Invalid argument supplied for foreach() in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 5
2019-12-17 13:47:05 - PHP Notice:  Undefined variable: footer in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 35
2019-12-17 13:47:10 - PHP Notice:  Undefined variable: header in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 1
2019-12-17 13:47:10 - PHP Notice:  Undefined variable: breadcrumbs in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 5
2019-12-17 13:47:10 - PHP Warning:  Invalid argument supplied for foreach() in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 5
2019-12-17 13:47:10 - PHP Notice:  Undefined variable: footer in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/default/template/extension/module/news_list.tpl on line 35
2019-12-17 22:28:18 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-17 22:28:18 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-17 22:28:18 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-17 22:28:18 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-17 22:28:19 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-17 22:28:19 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-17 22:28:19 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-17 22:28:19 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-18 12:26:13 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-18 12:26:13 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-18 12:26:13 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-18 12:26:13 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-18 12:26:16 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-18 12:26:16 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-18 12:26:16 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-18 12:26:16 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-18 12:26:59 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-18 12:26:59 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-18 12:26:59 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-18 12:26:59 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-18 12:27:20 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-18 12:27:20 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-18 12:27:20 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-18 12:27:20 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-18 12:27:48 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-18 12:27:48 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-18 12:27:48 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-18 12:27:48 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-18 12:27:51 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-18 12:27:51 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-18 12:27:51 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-18 12:27:51 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-18 12:31:26 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-18 12:31:26 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-18 12:31:26 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-18 12:31:26 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-18 12:32:26 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-18 12:32:26 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-18 12:32:26 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-18 12:32:26 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-18 12:32:43 - PHP Warning:  Use of undefined constant dei - assumed 'dei' (this will throw an Error in a future version of PHP) in /home/v-center/web/v-center.in.ua/public_html/system/storage/modification/catalog/controller/checkout/checkout.php on line 58
2019-12-18 12:32:43 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-18 12:32:43 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-18 12:32:43 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-18 12:32:43 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-18 12:33:09 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-18 12:33:09 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-18 12:33:09 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-18 12:33:09 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-18 12:33:50 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-18 12:33:50 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-18 12:33:50 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-18 12:33:50 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-18 12:38:40 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-18 12:38:40 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-18 12:38:40 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-18 12:38:40 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-19 8:20:49 - PHP Notice:  Undefined variable: button_upload in /home/v-center/web/v-center.in.ua/public_html/admin/view/template/sale/order_list.tpl on line 1409
2019-12-19 9:54:33 - PHP Notice:  Undefined variable: button_upload in /home/v-center/web/v-center.in.ua/public_html/admin/view/template/sale/order_list.tpl on line 1409
2019-12-19 10:29:08 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-19 10:29:08 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-19 10:29:08 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-19 10:29:08 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-19 14:14:35 - PHP Notice:  Undefined variable: button_upload in /home/v-center/web/v-center.in.ua/public_html/admin/view/template/sale/order_list.tpl on line 1409
2019-12-19 14:14:58 - PHP Notice:  Undefined variable: button_upload in /home/v-center/web/v-center.in.ua/public_html/admin/view/template/sale/order_list.tpl on line 1409
2019-12-19 14:15:11 - PHP Notice:  Undefined variable: button_upload in /home/v-center/web/v-center.in.ua/public_html/admin/view/template/sale/order_list.tpl on line 1409
2019-12-19 14:16:03 - PHP Notice:  Undefined variable: button_upload in /home/v-center/web/v-center.in.ua/public_html/admin/view/template/sale/order_list.tpl on line 1409
2019-12-19 14:25:05 - PHP Notice:  Undefined variable: button_upload in /home/v-center/web/v-center.in.ua/public_html/admin/view/template/sale/order_list.tpl on line 1409
2019-12-19 16:46:12 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-19 16:46:12 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-19 16:46:12 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-19 16:46:12 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-19 21:09:00 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-19 21:09:00 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-19 21:09:00 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-19 21:09:00 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-20 16:23:01 - PHP Warning:  unlink(/home/v-center/web/v-center.in.ua/public_html/system/storage/cache/cache.category.seopath.1576855381): No such file or directory in /home/v-center/web/v-center.in.ua/public_html/system/library/cache/file.php on line 68
2019-12-24 10:33:08 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2019-12-24 10:33:08 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2019-12-24 10:33:08 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2019-12-24 10:33:08 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2019-12-30 18:32:01 - PHP Warning:  unlink(/home/v-center/web/v-center.in.ua/public_html/system/storage/cache/cache.category.seopath.1577727121): No such file or directory in /home/v-center/web/v-center.in.ua/public_html/system/library/cache/file.php on line 68
2019-12-31 12:05:08 - PHP Warning:  unlink(/home/v-center/web/v-center.in.ua/public_html/system/storage/cache/cache.category.seopath.1577790308): No such file or directory in /home/v-center/web/v-center.in.ua/public_html/system/library/cache/file.php on line 68
2020-01-03 23:07:22 - PHP Warning:  unlink(/home/v-center/web/v-center.in.ua/public_html/system/storage/cache/cache.category.seopath.1578089242): No such file or directory in /home/v-center/web/v-center.in.ua/public_html/system/library/cache/file.php on line 68
2020-01-05 17:40:59 - PHP Warning:  unlink(/home/v-center/web/v-center.in.ua/public_html/system/storage/cache/cache.category.seopath.1578242459): No such file or directory in /home/v-center/web/v-center.in.ua/public_html/system/library/cache/file.php on line 68
2020-01-05 17:40:59 - PHP Warning:  unlink(/home/v-center/web/v-center.in.ua/public_html/system/storage/cache/cache.category.seopath.1578242459): No such file or directory in /home/v-center/web/v-center.in.ua/public_html/system/library/cache/file.php on line 68
2020-01-05 17:40:59 - PHP Warning:  unlink(/home/v-center/web/v-center.in.ua/public_html/system/storage/cache/cache.category.seopath.1578242459): No such file or directory in /home/v-center/web/v-center.in.ua/public_html/system/library/cache/file.php on line 68
2020-01-05 17:40:59 - PHP Warning:  unlink(/home/v-center/web/v-center.in.ua/public_html/system/storage/cache/cache.category.seopath.1578242459): No such file or directory in /home/v-center/web/v-center.in.ua/public_html/system/library/cache/file.php on line 68
2020-01-08 10:26:55 - PHP Notice:  Undefined variable: button_upload in /home/v-center/web/v-center.in.ua/public_html/admin/view/template/sale/order_list.tpl on line 1409
2020-01-09 3:11:35 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2020-01-09 3:11:35 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2020-01-09 3:11:35 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2020-01-09 3:11:35 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
2020-01-09 13:10:40 - PHP Notice:  Undefined variable: button_upload in /home/v-center/web/v-center.in.ua/public_html/admin/view/template/sale/order_list.tpl on line 1409
2020-01-11 23:15:13 - PHP Warning:  unlink(/home/v-center/web/v-center.in.ua/public_html/system/storage/cache/cache.category.seopath.1578780913): No such file or directory in /home/v-center/web/v-center.in.ua/public_html/system/library/cache/file.php on line 68
2020-01-12 16:02:55 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 149
2020-01-12 16:02:55 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 586
2020-01-12 16:02:55 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 718
2020-01-12 16:02:55 - PHP Notice:  Undefined variable: shipping_required in /home/v-center/web/v-center.in.ua/public_html/catalog/view/theme/theme_vcenter/template/checkout/checkout.tpl on line 894
